ImageId,EncodedPixels
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,30241 5 30760 6 31279 6 31799 6 32318 7 32837 8 33356 9 33875 11 34394 11 34913 12 35432 13 35952 13 36471 14 36990 16 37510 16 38030 16 38551 15 39071 15 39591 15 40111 15 40631 15 41150 15 41670 14 42190 13 42710 12 43230 11 43249 3 43749 11 43766 7 44270 9 44284 8 44791 21 45311 21 45829 23 46340 4 46348 24 46859 4 46868 23 47377 5 47387 24 47896 5 47906 24 48414 7 48424 26 48933 7 48943 26 49452 7 49463 3 49470 18 49971 13 49991 17 50490 13 50510 17 51009 13 51029 17 51528 13 51549 16 52046 14 52069 16 52564 15 52589 15 53083 15 53109 15 53601 16 53628 15 54119 17 54147 15 54638 18 54665 16 55156 20 55177 2 55184 16 55675 25 55702 17 56194 45 56713 45 57232 45 57751 45 58270 21 58295 20 58789 20 58816 18 59308 20 59336 17 59827 20 59856 16 60346 23 60376 15 60865 27 60896 14 61385 27 61413 16 61904 43 62423 42 62942 42 63461 41 63981 39 64500 39 65020 38 65539 38 66059 20 66082 14 66579 17 66602 13 67099 16 67121 14 67619 16 67641 14 68139 16 68160 15 68660 15 68679 15 69184 10 69197 17 69705 28 70225 27 70745 26 71266 24 71787 21 72307 20 72826 18 73346 16 73867 13 74391 3
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,19377 5 19895 7 20414 6
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,17301 1
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,45868 4 46385 8 46903 9 47422 10 47940 11 48459 11 48979 11 49497 12 50017 12 50536 12 51055 12 51574 13 52093 13 52612 13 53131 13 53650 14 54169 14 54688 15 55207 15 55726 16 56245 16 56765 16 57284 16 57803 16 58322 16 58841 16 59360 16 59879 16 60398 16 60917 16 61437 15 61956 16 62475 16 62993 17 63512 17 64031 17 64550 17 65069 17 65588 17 66107 17 66627 16 67146 16 67666 15 68185 15 68704 15 69223 15 69742 15 70261 14 70780 14 71299 13 71819 11 72338 10 72858 8
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,5922 5 6439 10 6957 12 7475 15 7993 18 8511 20 9030 21 9548 23 10066 24 10585 25 11103 27 11622 27 12141 28 12660 28 13179 29 13698 30 14217 32 14737 32 15257 32 15776 33 15827 7 16295 34 16344 10 16815 34 16863 11 17334 35 17381 12 17854 34 17900 13 18374 34 18419 13 18894 33 18938 13 19414 33 19457 14 19933 33 19976 14 20453 33 20495 14 20973 33 21014 15 21493 32 21532 16 22013 31 22051 16 22533 31 22570 16 23053 30 23088 17 23573 29 23607 18 24094 27 24125 19 24615 25 24644 19 25134 11 25149 10 25163 19 25654 9 25668 10 25681 20 26176 5 26186 11 26200 20 26703 13 26717 22 27222 36 27741 35 28260 35 28779 35 29298 35 29816 36 30335 35 30853 36 31372 35 31890 36 32409 36 32927 37 33446 37 33965 37 34484 36 35003 36 35521 37 36039 14 36056 20 36558 13 36576 19 37076 14 37095 19 37594 14 37614 18 38113 14 38133 17 38631 14 38652 17 39150 14 39171 16 39669 14 39690 16 40187 15 40209 15 40706 15 40727 15 41224 16 41246 14 41742 17 41765 14 42261 17 42284 13 42780 17 42803 12 43299 16 43323 10 43817 17 43842 10 44336 17 44363 6 44855 16 45374 15 45893 15 46413 13 46932 12 47452 10 47972 8
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,81704 5 82220 13 82739 15 83257 19 83777 18
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,239 11 758 11 1280 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,42318 6 42836 8 42855 7 43353 11 43371 13 43870 14 43889 14 44389 15 44406 17 44907 36 45426 36 45944 38 46463 39 46981 40 47500 24 47526 14 48019 22 48046 12 48537 21 48566 10 48586 9 49056 20 49085 10 49103 12 49575 19 49605 10 49622 13 50095 18 50125 11 50141 15 50614 17 50644 32 51132 18 51162 34 51651 18 51680 36 52169 19 52199 36 52688 19 52719 4 52732 21 53206 21 53251 22 53725 21 53770 22 54244 23 54289 22 54762 24 54797 33 55281 24 55314 35 55800 23 55832 36 56319 22 56349 37 56838 20 56868 37 57357 20 57386 37 57876 19 57905 36 58395 19 58424 33 58914 18 58943 29 59433 17 59462 28 59952 17 59981 28 60471 16 60500 28 60990 15 61019 28 61510 12 61538 27 62029 12 62058 26 62548 12 62577 26 63068 11 63096 42 63587 11 63615 45 64107 10 64135 45 64627 9 64655 45 65147 9 65176 44 65667 9 65695 44 66187 10 66212 46 66708 11 66729 17 66750 27 67228 33 67270 27 67749 26 67789 27 68270 20 68308 26 68791 12 68826 27 69344 27 69862 27 70380 27 70893 32 71410 33 71928 33 72446 33 72964 33 73483 31 74002 26 74520 23 75039 22 75558 22 76076 23 76595 22 77114 22 77633 21 78153 20 78672 19 79192 17 79712 16 80232 13 80754 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,4942 6 5459 10 5978 12 6496 15 7015 16 7535 16 8054 20 8574 20 9093 19 9613 17 10132 15 10652 12 11172 10 11694 3
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,77604 5 78121 8 78640 8 79158 9 79677 9 80196 10 80715 10 81234 10 81754 9 82273 9 82792 9 83312 7
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,324 9 843 10 1363 9 1883 9 2403 8 2923 8 3442 9 3962 9 4482 8 5002 7 5521 7 6040 8 6560 7 7079 8 7599 7 8118 7 8624 9 8637 7 9141 22 9660 22 10178 22 10696 23 11215 23 11734 23 12253 23 12772 23 13291 22 13810 22 14329 22 14848 22 15367 22 15886 21 16404 21 16919 24 17436 26 17953 28 18470 5 18478 21 18987 6 18999 19 19506 6 19517 19 20025 6 20036 18 20544 7 20554 18 21062 21 21581 20 22100 20 22619 20 23138 20 23657 20 24176 19 24695 19 25214 18 25733 17 26252 17 26771 17 27291 16 27809 17 28328 18 28847 18 29366 18 29885 18 30404 18 30922 19 31441 19 31958 20 32477 19 32996 17 33514 15 34032 13 34549 14 35068 13 35587 13 36106 12 36625 11 37144 10 37663 8 38183 5 38703 2
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,824 10 1342 11 1861 10 2380 9 2901 6
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,82843 5 83360 9 83879 9
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,19027 7 19545 8 20063 10 20581 12 21100 12 21619 12 22137 13 22655 14 23174 15 23693 15 24212 16 24730 17 25249 17 25768 16 26287 17 26806 17 27324 18 27843 18 28361 19 28880 19 29399 19 29918 19 30437 19 30955 19 31474 19 31993 18 32512 17 33031 16 33550 16 34069 15 34587 15 35106 16 35625 16 36144 17 36663 17 37182 17 37702 16 38223 14 38746 9 39261 2 39266 8 39780 13 40300 12 40820 11 41339 10 41858 10 42378 9 42897 8 43417 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,80268 3 80785 7 81303 8 81821 9 82340 10 82858 11 83377 11 83896 11
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,352 17 866 24 1385 23 1905 21 2424 19 2943 16 3463 14 3982 14 4502 12 5022 9 5543 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,48644 7 49161 11 49679 12 50197 13 50715 14 51233 15 51751 16 52269 16 52788 16 53306 16 53825 16 54344 16 54862 17 55380 17 55898 18 56417 17 56936 17 57455 16 57974 16 58492 16 59011 16 59530 15 60048 16 60567 16 61086 17 61605 17 62123 18 62642 17 63159 20 63678 20 64196 21 64715 21 65233 22 65752 22 66270 22 66788 22 67307 12 67323 6 67826 10 67844 2 68344 10 68863 9 69382 9 69901 8 70420 7 70939 7 71461 1
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,71480 2 71998 3 72517 2 73036 2 73554 2 74071 4 74590 3 75110 1
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,32566 6 33082 10 33600 10 34118 11 34636 12 35154 13 35672 14 36191 14 36709 15 37228 15 37746 16 38266 15 38785 14 39304 14 39823 14 40342 14 40861 13 41380 13 41899 13 42418 13 42937 13 43456 13 43975 12 44494 13 45013 13 45533 11 46052 10 46572 9 47093 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,5602 7 6119 9 6637 10 7155 11 7674 11 8193 12 8711 13 9230 13 9748 13 10267 13 10786 13 11305 13 11823 14 11841 4 12342 24 12861 25 13380 26 13899 27 14418 27 14937 27 15457 26 15975 27 16478 43 16996 43 17513 45 18032 44 18550 44 19068 45 19587 44 20105 44 20624 44 21141 45 21660 43 22179 42 22698 40 23217 38 23735 37 24255 36 24774 34 25292 33 25811 31 26330 30 26849 28 27367 28 27886 27 28406 24 28925 23 29445 15 29965 12 30485 10 31005 7
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,61641 3 62158 6 62676 8 63194 9 63713 10 64232 10 64750 11 65268 12 65787 12 66305 12 66823 13 67342 11 67861 10 68379 10 68899 8 69418 8 69938 7 70457 7 70976 7 71494 8 72012 8 72531 8 73049 9 73567 10 74086 10 74605 10 75123 11 75641 12 76160 12 76679 12 77198 11 77716 12 78235 12 78754 11 79273 11 79793 9 80312 9 80831 8 81350 7 81869 6 82388 6
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,392 20 909 23 1428 22 1948 20 2467 19 2987 17 3506 16 4025 15 4545 12 5066 7
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,58006 4 58525 6 59045 11 59564 11 60084 9 60605 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,82405 3 82921 9 83439 12 83959 11
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,63240 3 63757 6 64273 11 64791 13 65309 14 65827 15 66333 4 66346 16 66851 5 66864 17 67370 6 67382 18 67888 7 67900 19 68406 8 68418 20 68924 9 68936 22 69442 10 69455 23 69960 37 70478 38 70995 40 71514 40 72032 32 72067 7 72551 31 72587 8 73069 22 73098 1 73106 10 73588 22 73620 16 74106 24 74138 17 74626 24 74656 18 75145 23 75175 18 75666 21 75694 19 76186 19 76212 6 76221 12 76705 18 76731 6 76741 12 77224 18 77249 6 77259 14 77743 18 77769 4 77776 16 78262 21 78294 17 78781 22 78814 16 79301 22 79333 16 79821 21 79853 15 80340 21 80374 13 80860 26 80895 11 81380 27 81416 9 81899 30 81937 7 82418 31 82457 6 82937 30 82975 7 83456 12 83474 11 83491 11 83976 7 84012 8
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,59587 2 60103 7 60622 8 61143 6
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,22226 5 22743 8 23261 10 23778 13 24296 14 24815 14 25333 15 25851 16 26370 16 26889 16 27408 15 27927 15 28446 15 28965 15 29484 14 29525 12 30004 13 30041 18 30523 13 30565 14 31043 11 31085 14 31563 11 31603 16 32082 10 32101 2 32120 19 32601 10 32619 2 32637 22 33121 11 33136 4 33154 25 33641 16 33670 30 34160 15 34187 32 34680 13 34705 33 35200 11 35222 34 35719 11 35741 33 36239 9 36259 33 36759 8 36777 33 37278 8 37296 33 37798 8 37814 33 38318 7 38333 33 38837 8 38851 34 39357 8 39369 34 39876 45 40396 43 40916 41 41436 39 41955 37 42476 34 42996 32 43516 30 44037 26 44556 25 45075 24 45594 23 46112 25 46630 31 47149 18 47173 8 47668 15 47692 9 48187 10 48212 8 48707 5 48732 6
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,58557 9 59077 4
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,4586 3 5104 3 5622 5 6141 4 6660 4 7178 5 7699 2
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,54929 1 55447 2
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,57534 6 58053 8 58573 7 59092 6 59611 6 60130 4 60648 5 61167 3 61686 2
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,51865 3 52381 8 52898 11 53416 13 53933 16 54450 19 54968 21 55485 23 56003 25 56521 26 57040 26 57558 26 58076 27 58595 13 58609 13 59113 12 59129 12 59631 13 59648 12 60150 13 60166 13 60669 13 60684 13 61188 28 61707 26 62225 26 62744 25 63263 24 63783 22 64301 22 64821 19 65340 18 65859 17 66379 16 66898 15 67417 15 67936 14 68456 13 68976 12 69496 10 70016 9 70535 9 71042 7 71054 8 71560 11 71572 9 72081 18 72604 9 73124 8 73644 7 74163 8 74683 8 75202 8 75721 9 76240 10 76760 10 77279 10 77799 9 78320 8 78842 5 79361 6 79880 6 80399 7 80918 14 81436 17 81956 17 82474 20 82993 22 83017 1 83512 30 84032 28
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,462 15 980 17 1500 16 2019 16 2538 17 3057 17 3575 18 4094 18 4613 18 5131 19 5650 19 6168 20 6687 20 7207 18 7726 18 8245 18 8765 16 9284 16 9805 14 10326 10 10845 10 11365 6
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,497 16 1013 23 1531 20 2049 19 2566 19 3084 19 3602 20 4121 20 4640 19 5159 17 5678 14 6197 12 6715 12 7235 10 7753 11 8272 11 8791 11 9310 11 9828 13 10347 14 10865 16 11383 18 11901 20 12418 23 12937 24 13455 27 13973 29 14491 31 15009 33 15527 34 16045 36 16563 38 17081 40 17601 40 18120 41 18639 41 19158 41 19677 13 19692 27 20198 40 20720 37 21239 38 21758 40 22277 40 22795 18 22816 21 23315 17 23338 18 23834 17 23858 16 24353 17 24378 15 24872 18 24899 12 25392 18 25420 10 25912 17 25941 6 26431 18 26951 17 27470 16 27991 14 28511 12 29032 10 29552 9 30072 9 30592 9 31112 9 31632 9 32155 3
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,35260 4 35779 5 36298 6 36817 6 37336 6 37855 6 38375 4
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,64854 2 65371 7 65888 11 66407 12 66926 13 67445 13 67964 12 68483 10 69004 7
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,70567 3 71086 5 71605 6 72123 8 72640 10 73158 11 73676 12 74194 13 74713 13 75232 12 75751 12 76270 12 76790 12 77310 11
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,80942 3 81462 2
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,39434 9 39950 14 40468 15 40987 15 41505 16 42024 16 42543 16 43062 16 43581 16 44101 15 44620 15 45140 14 45660 13 46180 12 46699 12 47219 11 47739 9 48259 8 48780 3
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,80955 3 81473 5 81991 6 82510 6 83028 8 83546 10 84068 5
d616d323a9eeb9da1b66f8d5df671d63c092c9919cb2c0b223e29c63257c944d,6219 1 6736 5 7255 6 7774 6 8293 7 8813 5 9334 2
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,74242 3 74753 5 75265 6 75777 7 76289 8 76801 9 77313 10 77825 10 78337 11 78849 12 79361 13 79873 14 80385 14 80897 15 81409 17 81921 18 82433 20 82945 21 83457 22 83969 22 84481 23 84993 24 85505 24 86017 25 86529 25 87041 25 87553 26 88065 26 88577 26 89089 26 89601 26 90113 26 90625 26 91137 26 91650 24 92162 23 92674 21 93187 18 93703 3 93708 4
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,169474 6 169986 7 170497 8 171009 8 171521 8 172033 8 172545 8 173057 8 173569 8 174081 7 174593 7 175105 6 175618 5 176130 4
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,161794 2 162306 2 162818 2
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,124946 2 125457 5 125968 6 126480 6 126991 8 127503 7 128016 6 128529 4
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,40 28 549 57 1061 58 1572 60 2084 62 2596 64 3108 65 3620 67 4132 69 4644 70 5156 71 5668 72 6181 71 6693 72 7206 72 7719 72 8231 73 8744 72 9257 72 9770 71 10283 70 10795 70 11308 69 11821 68 12334 67 12847 67 13359 67 13872 67 14386 65 14899 64 15412 63 15927 60 16441 57 16957 51 17470 49 17983 47 18497 44 19011 41 19525 38 20043 31 20556 30 21070 27 21583 25 22098 21 22612 18 23126 15 23645 6
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,28815 11 29324 17 29834 20 30345 23 30857 24 31368 26 31879 27 32391 28 32902 30 33413 32 33925 32 34436 34 34948 35 35460 35 35972 36 36484 36 36996 36 37508 37 38020 37 38532 38 39043 39 39555 39 40067 39 40579 39 41092 38 41604 38 42116 38 42629 37 43141 36 43653 36 44165 36 44678 34 45190 33 45703 32 46215 31 46728 29 47240 28 47753 27 48266 24 48778 23 49291 21 49805 17 50319 12 50835 6
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,116949 4 117460 7 117972 9 118483 11 118501 5 118995 12 119010 10 119507 28 120018 33 120530 35 121042 36 121553 38 122065 39 122577 40 123088 43 123600 44 124112 45 124623 47 125135 48 125647 48 126159 49 126670 52 127182 53 127694 54 128206 55 128717 56 129229 57 129741 57 130253 58 130765 58 131277 58 131789 59 132301 59 132814 58 133326 58 133838 58 134350 58 134863 57 135375 56 135887 56 136400 55 136913 54 137426 53 137938 52 138451 51 138964 50 139477 48 139990 47 140503 45 141015 45 141528 43 142041 42 142553 41 143066 39 143579 38 144091 38 144604 37 145116 37 145628 37 146141 36 146655 34 147168 32 147681 30 148195 21 148708 18 149221 15 149734 12 150247 9
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,1297 4 1806 8 2316 14 2827 17 3338 19 3850 20 4362 23 4873 32 5385 34 5896 37 6408 37 6920 38 7431 40 7943 40 8454 42 8967 42 9479 43 9992 43 10504 44 11016 44 11528 44 12040 44 12553 43 13065 43 13577 43 14090 41 14602 40 15115 39 15628 37 16141 35 16653 35 17166 33 17679 32 18192 30 18706 27 19222 20 19741 11 20257 5
1cdbfee1951356e7b0a215073828695fe1ead5f8b1add119b6645d2fdc8d844e,91422 14 91931 21 92440 26 92950 29 93460 32 93971 34 94482 36 94993 38 95505 39 96016 41 96527 44 97039 45 97550 48 98062 49 98573 50 99085 51 99597 51 100108 53 100620 53 101132 53 101644 53 102155 55 102667 55 103179 55 103691 56 104202 57 104714 57 105227 56 105739 56 106251 56 106764 54 107277 53 107790 52 108303 50 108816 49 109332 45 109846 42 110362 38 110876 36 111389 34 111902 32 112416 29 112928 27 113443 21 113959 14 114475 6
